,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3441,4086-atnfv,female,0,1,1,34,1,no,dsl,yes,yes,yes,no,no,no,one_year,1,mailed_check,60.8,2042.05,0
3442,0468-yrpxn,male,0,0,0,29,1,no,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,1,credit_card_(automatic),98.8,2807.1,0
3443,5996-nrvxr,male,1,1,0,40,1,no,fiber_optic,yes,yes,yes,yes,yes,no,one_year,1,credit_card_(automatic),98.15,4116.8,0
3444,3739-ybwab,male,0,1,0,36,0,no_phone_service,dsl,yes,no,yes,no,no,no,one_year,0,mailed_check,35.35,1317.95,0
3445,7047-fweya,female,0,1,0,46,1,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,1,electronic_check,103.15,4594.65,0
3446,2000-mpkca,female,0,0,0,58,1,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,1,electronic_check,107.75,6332.75,0
3447,9762-yaqaa,male,0,0,0,39,1,yes,fiber_optic,no,yes,no,no,no,no,one_year,0,credit_card_(automatic),81.4,3213.75,0
3448,5949-ebsqk,male,0,1,1,4,1,no,dsl,no,no,no,yes,no,yes,month-to-month,0,credit_card_(automatic),61.45,229.55,1
3449,5473-khbps,female,0,1,1,52,1,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,1,credit_card_(automatic),95.7,4976.15,0
3450,0100-duvfc,male,1,1,0,70,1,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,1,electronic_check,104.8,7308.95,0
3451,5397-tupsh,male,1,1,0,65,1,no,fiber_optic,no,no,no,no,no,no,one_year,1,bank_transfer_(automatic),70.95,4555.2,0
3452,8950-mtznv,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,44.95,44.95,0
3453,0326-vdyxe,female,0,1,0,70,1,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,1,electronic_check,97.65,6982.5,0
3454,6773-lqtvt,female,1,1,1,29,0,no_phone_service,dsl,no,yes,yes,no,no,no,month-to-month,1,mailed_check,35.65,1025.15,0
3455,7274-rtapz,male,0,0,0,1,1,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,90.55,90.55,1
3456,0436-twffz,female,0,0,0,67,1,yes,dsl,yes,no,yes,yes,yes,yes,two_year,1,mailed_check,85.25,5714.2,0
3457,8566-yprgl,female,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,19.5,19.5,0
3458,0311-unpff,female,0,0,0,26,1,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,bank_transfer_(automatic),88.8,2274.35,1
3459,6609-mxjhj,female,0,1,1,30,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,mailed_check,25.1,789.55,0
3460,2669-oidsd,female,0,1,0,48,1,no,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,1,credit_card_(automatic),100.05,4834.0,0
3461,8400-wzicq,female,0,1,1,55,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,electronic_check,55.7,3131.8,0
3462,3834-xuifc,male,0,0,0,7,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,1,mailed_check,85.2,602.55,1
3463,9576-syuhj,male,0,0,0,37,1,yes,fiber_optic,yes,no,no,no,yes,no,month-to-month,1,electronic_check,91.15,3369.25,0
3464,0410-ipfty,female,0,1,0,31,1,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,1,bank_transfer_(automatic),83.85,2674.15,0
3465,2831-ebwrn,male,0,0,0,4,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,45.9,199.75,0
3466,9430-nkqly,male,0,1,1,72,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),25.1,1790.8,0
3467,8414-myshr,male,1,0,0,5,1,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,91.4,449.75,1
3468,0247-sluji,male,0,1,1,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.7,19.7,0
3469,9402-orrah,female,1,0,0,15,1,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,91.5,1400.3,0
3470,6483-oatdn,male,0,1,1,8,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,credit_card_(automatic),51.3,411.6,0
3471,1293-hhshj,female,0,0,0,35,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,21.1,741.0,0
3472,4840-orqxb,female,1,0,0,56,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,0,electronic_check,104.75,5841.35,0
3473,7599-fkvxz,male,0,1,0,42,1,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,1,bank_transfer_(automatic),106.15,4512.7,1
3474,3982-dqlus,male,1,1,1,65,1,yes,fiber_optic,yes,yes,no,no,no,no,month-to-month,1,electronic_check,85.75,5688.45,0
3475,8610-zikjj,female,0,1,1,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.3,31.9,0
3476,3756-vnwdh,male,1,1,0,65,1,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,1,electronic_check,100.75,6674.65,0
3477,7801-kicao,female,0,0,0,18,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,74.15,1345.75,0
3478,7673-lprny,female,0,0,0,23,1,yes,dsl,yes,no,yes,no,yes,yes,one_year,1,electronic_check,78.55,1843.05,0
3479,8229-tniqa,female,0,0,0,4,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,45.3,196.95,1
3480,6060-qbmgv,male,0,1,0,70,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.85,1433.8,0
3481,7339-pogzn,female,0,0,0,4,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,electronic_check,50.7,214.55,0
3482,2828-slqpf,male,0,0,0,19,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),45.0,865.85,0
3483,4465-vdkiq,female,0,0,0,18,1,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,0,electronic_check,77.8,1358.6,0
3484,2921-xwdjh,female,1,1,0,38,1,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,1,electronic_check,83.45,3147.15,0
3485,6221-avqyl,male,0,0,0,2,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),73.25,131.05,1
3486,2558-buozz,male,0,0,0,47,1,yes,fiber_optic,yes,yes,no,no,yes,no,one_year,0,bank_transfer_(automatic),94.8,4535.85,0
3487,9257-azmtz,female,0,1,1,52,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),20.1,1078.75,0
3488,0003-mknfe,male,0,0,0,9,1,yes,dsl,no,no,no,no,no,yes,month-to-month,0,mailed_check,59.9,542.4,0
3489,0975-uydtx,female,0,1,0,26,1,yes,dsl,yes,yes,yes,yes,yes,yes,one_year,1,credit_card_(automatic),90.1,2312.55,0
3490,7743-exurx,male,0,1,1,8,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,electronic_check,51.05,415.05,1
3491,4682-blbuc,male,0,1,0,44,1,no,dsl,no,yes,yes,yes,yes,no,one_year,1,electronic_check,70.95,3250.45,0
3492,0975-voovl,female,0,0,0,3,0,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,0,mailed_check,29.2,98.5,0
3493,5968-vxzlg,male,0,0,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),46.6,87.9,0
3494,5569-kgjhx,female,0,1,1,9,1,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,1,bank_transfer_(automatic),85.35,754.65,1
3495,4988-iqigl,male,1,0,0,1,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,75.35,75.35,1
3496,5201-frkks,male,0,0,0,25,1,no,fiber_optic,yes,no,no,no,no,no,month-to-month,0,bank_transfer_(automatic),74.3,1952.25,0
3497,9799-cayjj,female,1,1,0,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,69.3,153.8,0
3498,7730-iutdz,male,0,0,0,43,1,no,fiber_optic,yes,no,no,no,no,no,month-to-month,1,electronic_check,75.2,3198.6,1
3499,0426-tirne,female,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.9,20.9,1
3500,5443-scmkx,female,0,1,0,58,1,yes,fiber_optic,no,yes,yes,no,no,yes,one_year,1,electronic_check,94.3,5610.15,0
3501,8295-kmene,female,0,1,1,59,1,yes,dsl,yes,no,yes,yes,yes,no,two_year,1,mailed_check,76.45,4519.5,0
3502,6738-iscbm,male,0,0,0,44,0,no_phone_service,dsl,yes,no,yes,no,yes,yes,one_year,1,electronic_check,54.0,2440.25,0
3503,9821-besnz,male,0,0,0,66,1,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,1,electronic_check,104.25,6860.6,0
3504,3678-mngzx,male,0,1,1,68,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),19.95,1377.7,0
3505,1335-ntiuc,male,0,0,0,9,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,24.95,190.25,0
3506,2916-bqzln,male,0,0,0,19,1,yes,fiber_optic,yes,no,yes,no,no,no,month-to-month,1,electronic_check,84.75,1651.95,0
3507,4558-cgycz,male,0,0,0,4,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.75,78.3,0
3508,2368-gakkq,female,0,0,0,70,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),113.65,7939.25,0
3509,8710-yglwg,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,44.9,44.9,0
3510,3199-xgzcy,female,0,0,0,8,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,75.25,576.7,0
3511,3785-ktysh,male,0,0,0,53,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,24.6,1279.0,0
3512,6814-zpwfq,male,1,0,0,51,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,bank_transfer_(automatic),25.0,1260.7,0
3513,4063-eiknq,male,0,1,1,11,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),20.95,267.35,0
3514,6993-ycobk,male,0,1,1,60,1,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,1,electronic_check,110.6,6586.85,0
3515,5206-hpjkm,male,0,0,0,17,1,no,dsl,yes,yes,no,no,no,no,month-to-month,1,credit_card_(automatic),55.5,934.15,0
3516,7587-rznme,male,0,0,0,3,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,43.3,123.65,1
3517,0748-rdggm,male,0,1,0,70,1,no,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,1,bank_transfer_(automatic),109.5,7534.65,1
3518,8393-jmvmb,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.45,19.45,0
3519,5019-gqvcr,male,1,0,0,43,1,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,84.85,3645.6,0
3520,6036-ttfyu,female,0,1,0,16,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.6,314.45,0
3521,2550-aevru,female,0,1,1,57,1,no,dsl,yes,yes,no,no,no,no,one_year,0,electronic_check,53.45,3053.0,0
3522,0969-rgkcu,male,0,1,1,37,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,credit_card_(automatic),19.8,677.05,0
3523,0378-cjkpv,female,0,1,0,72,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),112.1,7965.95,0
3524,4706-axvkm,female,1,0,0,11,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,1,credit_card_(automatic),84.8,906.85,1
3525,5889-jtmul,female,1,1,0,50,1,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,1,electronic_check,95.05,4888.7,1
3526,9026-rnujs,male,1,0,0,5,1,no,dsl,no,no,yes,no,no,no,month-to-month,0,electronic_check,50.35,237.25,1
3527,3746-eubyr,male,0,1,0,1,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),74.6,74.6,1
3528,2332-efbjy,male,0,0,0,16,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,19.7,342.4,1
3529,2880-fpnae,male,1,1,0,2,1,no,fiber_optic,no,no,yes,no,no,no,month-to-month,1,electronic_check,74.2,140.1,0
3530,1703-mgiab,female,0,0,0,17,1,yes,dsl,no,no,yes,yes,yes,no,month-to-month,1,mailed_check,69.0,1108.0,0
3531,4311-qttai,female,0,0,0,16,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,credit_card_(automatic),19.35,295.55,0
3532,9474-phlyd,female,0,0,0,15,1,no,dsl,no,no,yes,no,no,yes,month-to-month,1,electronic_check,59.45,892.65,1
3533,4318-rajvy,female,0,0,0,10,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,mailed_check,19.8,198.25,0
3534,2165-voegb,female,0,0,1,46,1,no,fiber_optic,yes,yes,no,yes,yes,yes,one_year,1,bank_transfer_(automatic),105.2,4822.85,1
3535,3612-yungg,male,0,1,1,64,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,1,credit_card_(automatic),109.2,6741.15,0
3536,2254-dlxri,female,0,0,0,1,1,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,1,mailed_check,79.15,79.15,0
3537,5062-cjjkh,male,0,1,1,25,1,no,dsl,no,yes,yes,no,no,no,one_year,0,mailed_check,53.65,1355.45,0
3538,9028-lihrp,male,0,1,1,71,1,no,fiber_optic,yes,yes,yes,yes,yes,no,two_year,0,credit_card_(automatic),100.2,7209.0,0
3539,2219-mvuso,male,0,0,0,8,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,45.15,438.4,1
3540,1053-mxttk,female,0,1,1,72,1,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),108.65,7726.35,0
3541,1530-ztdoz,female,0,1,0,49,0,no_phone_service,dsl,yes,no,no,no,yes,no,month-to-month,0,bank_transfer_(automatic),40.65,2070.75,0
3542,1301-lopvr,male,0,1,1,29,0,no_phone_service,dsl,yes,yes,yes,yes,no,yes,one_year,1,credit_card_(automatic),55.35,1636.95,0
3543,0853-twrvk,male,0,1,0,72,1,yes,fiber_optic,yes,yes,yes,yes,no,yes,two_year,0,bank_transfer_(automatic),105.6,7581.5,0
3544,8914-rbtsb,male,0,1,0,31,1,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,0,electronic_check,93.8,3019.5,1
3545,6212-atmlk,female,0,0,0,50,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,95.7,4729.75,0
3546,8200-lgksr,male,0,1,0,71,1,yes,dsl,yes,no,yes,yes,yes,yes,two_year,0,electronic_check,83.2,6126.1,0
3547,1568-bekzm,male,1,1,0,70,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),90.05,6333.4,0
3548,0670-anmuu,male,0,0,0,71,1,yes,fiber_optic,yes,no,no,yes,no,yes,one_year,0,credit_card_(automatic),97.65,6687.85,0
3549,6897-rwmub,male,0,1,1,61,1,no,dsl,yes,yes,yes,yes,no,no,two_year,1,bank_transfer_(automatic),68.05,4158.25,0
3550,0963-zbdrn,male,0,0,0,32,1,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,1,electronic_check,96.2,3183.4,1
3551,7594-rqhxr,female,0,0,1,1,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,79.6,79.6,1
3552,6999-chvcf,male,0,0,0,68,1,yes,fiber_optic,yes,yes,yes,no,no,yes,two_year,1,bank_transfer_(automatic),102.1,7149.35,0
3553,6134-kwtbv,male,0,0,0,62,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),23.4,1429.65,0
3554,1077-huujm,female,0,0,1,7,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,71.05,472.65,0
3555,6331-ewieb,male,0,0,0,20,1,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,85.25,1734.5,1
3556,0895-lnkrc,male,0,1,1,6,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,19.45,113.5,0
3557,2045-bmbtj,female,1,0,0,33,0,no_phone_service,dsl,yes,yes,yes,no,yes,yes,month-to-month,1,bank_transfer_(automatic),59.45,1884.65,0
3558,8417-gsoda,male,0,1,1,28,1,yes,fiber_optic,no,no,no,no,yes,yes,one_year,0,bank_transfer_(automatic),92.2,2568.15,0
3559,5171-eplkn,male,0,0,0,27,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.85,470.0,0
3560,4452-qiieb,male,0,0,0,7,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,43.9,278.4,0
3561,5998-vvejy,male,0,0,0,26,1,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,1,electronic_check,80.5,2088.8,1
3562,1624-naloj,male,1,0,0,5,1,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,1,electronic_check,89.8,502.6,1
3563,6741-egcbi,male,1,0,0,30,1,yes,fiber_optic,yes,no,no,no,no,yes,month-to-month,1,credit_card_(automatic),90.5,2595.85,0
3564,7820-zygny,male,0,0,0,63,1,yes,fiber_optic,no,yes,no,no,no,yes,one_year,0,credit_card_(automatic),90.45,5825.5,0
3565,4317-vteoa,male,0,0,0,1,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic_check,50.75,50.75,1
3566,9677-avked,female,0,0,1,53,1,yes,dsl,no,yes,yes,yes,yes,yes,one_year,1,electronic_check,84.6,4449.75,0
3567,1670-svowz,female,0,1,1,14,1,no,fiber_optic,no,yes,no,yes,no,yes,month-to-month,1,credit_card_(automatic),89.65,1208.35,1
3568,2227-jrsjx,female,0,0,0,21,1,no,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,1,bank_transfer_(automatic),99.15,1956.4,0
3569,9847-hnvgp,male,0,0,0,17,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,19.95,310.6,0
3570,6696-ydayz,male,0,1,1,16,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.5,290.55,0
3571,8980-wqfwl,female,0,0,0,35,1,no,dsl,no,no,yes,no,no,yes,month-to-month,1,electronic_check,62.1,2096.1,0
3572,1730-zmame,female,1,0,0,32,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,79.5,2665.0,0
3573,6506-eycnh,female,0,1,1,28,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,bank_transfer_(automatic),19.55,543.8,0
3574,4634-jlrjt,female,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.35,20.35,0
3575,9501-ukknl,male,0,0,0,59,0,no_phone_service,dsl,no,no,no,yes,yes,yes,month-to-month,1,electronic_check,51.7,3005.8,0
3576,2560-qtsbs,female,0,1,1,72,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,bank_transfer_(automatic),23.3,1623.15,0
3577,7541-ylxcl,male,0,0,0,36,1,no,dsl,no,yes,no,yes,no,yes,one_year,1,mailed_check,65.4,2498.4,1
3578,4795-wrnvt,female,0,0,0,40,1,no,dsl,yes,yes,no,no,yes,no,month-to-month,0,mailed_check,65.1,2586.0,0
3579,6080-tcmyc,male,0,1,1,40,1,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,1,electronic_check,81.2,3292.3,0
3580,0260-zdlgk,female,0,0,1,9,1,no,dsl,no,no,yes,yes,yes,yes,month-to-month,1,mailed_check,72.9,651.4,1
3581,7860-uxcrm,male,0,1,1,63,1,no,dsl,yes,yes,yes,yes,yes,no,two_year,0,credit_card_(automatic),74.5,4674.55,0
3582,6357-jjpqt,female,0,0,0,3,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,80.5,232.35,0
3583,2292-xqwsv,male,0,1,1,40,0,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,0,mailed_check,60.3,2448.5,0
3584,9552-tguzv,male,0,1,0,8,1,no,fiber_optic,yes,no,no,no,no,no,month-to-month,1,mailed_check,75.0,658.1,0
3585,5913-inrqv,male,1,1,0,34,1,no,fiber_optic,yes,no,no,yes,yes,no,one_year,0,mailed_check,90.15,3128.8,0
3586,8722-ngnbh,male,0,0,0,5,0,no_phone_service,dsl,yes,no,yes,yes,no,no,month-to-month,0,mailed_check,40.0,223.45,1
3587,6210-kbbpi,male,1,0,0,9,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,credit_card_(automatic),99.45,919.4,1
3588,9643-yblur,male,0,1,0,9,1,yes,dsl,no,yes,yes,no,no,yes,month-to-month,1,credit_card_(automatic),69.05,653.95,0
3589,8734-fnwvh,male,0,1,1,31,1,yes,dsl,no,no,no,no,no,yes,month-to-month,0,bank_transfer_(automatic),59.7,1825.5,0
3590,9447-yptbx,female,0,1,0,50,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,bank_transfer_(automatic),19.85,943.1,0
3591,0133-bmfzo,female,0,0,0,2,1,no,fiber_optic,yes,yes,no,yes,no,no,month-to-month,1,electronic_check,86.25,181.65,1
3592,6128-czomy,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,45.65,45.65,1
3593,9540-jyroe,male,0,0,0,8,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,70.1,551.35,1
3594,9026-lhevg,female,0,0,0,9,0,no_phone_service,dsl,no,yes,no,no,no,yes,month-to-month,0,electronic_check,40.75,359.4,0
3595,2260-ustrb,female,1,0,0,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),70.2,115.95,1
3596,3656-tkrvz,female,0,0,0,3,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,electronic_check,55.35,165.2,1
3597,7011-cveuc,male,0,1,0,25,1,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,1,credit_card_(automatic),95.7,2338.35,0
3598,6185-tasnn,male,1,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic_check,46.3,46.3,0
3599,7925-pnrgi,female,0,1,1,45,1,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,0,mailed_check,81.3,3541.1,0
3600,8623-tmrby,male,1,1,1,51,1,yes,fiber_optic,no,yes,yes,no,no,no,month-to-month,1,electronic_check,84.2,4146.05,1
3601,1552-czcll,female,0,1,1,55,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,credit_card_(automatic),20.0,1087.25,0
3602,3038-pqiuy,female,0,0,0,38,1,yes,dsl,yes,yes,yes,no,no,no,month-to-month,1,bank_transfer_(automatic),66.15,2522.4,0
3603,1501-sghbw,male,0,0,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,45.85,81.0,1
3604,9313-cdogy,male,0,1,1,38,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,electronic_check,19.6,717.3,0
3605,8148-bplzq,male,0,0,0,34,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic_check,49.8,1734.2,0
3606,2623-dryam,female,0,1,0,70,1,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,1,electronic_check,101.75,7069.3,0
3607,9987-lutyd,female,0,0,0,13,1,no,dsl,yes,no,no,yes,no,no,one_year,0,mailed_check,55.15,742.9,0
3608,3208-ypioe,male,0,0,0,39,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,0,electronic_check,75.25,3017.65,1
3609,4488-kqfdt,female,0,0,0,61,1,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,1,electronic_check,103.95,6423.0,0
3610,2612-ranwt,female,0,0,0,12,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,bank_transfer_(automatic),100.15,1164.3,1
3611,5693-pipcs,male,0,0,0,41,1,no,fiber_optic,no,yes,no,yes,yes,yes,two_year,1,credit_card_(automatic),99.65,4220.35,0
3612,0491-kapqg,male,0,0,0,21,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,73.7,1558.7,0
3613,1925-lfczz,male,1,0,0,55,0,no_phone_service,dsl,no,no,yes,no,yes,yes,one_year,1,bank_transfer_(automatic),50.05,2743.45,0
3614,8039-eqpim,male,0,1,0,69,0,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),60.25,4055.5,0
3615,6900-pxrms,male,1,1,1,26,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,0,electronic_check,105.75,2710.25,1
3616,8707-rmezh,female,1,1,0,69,1,no,fiber_optic,yes,yes,no,no,no,yes,one_year,0,credit_card_(automatic),87.3,6055.55,0
3617,3346-brmis,female,1,1,0,18,0,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,48.35,810.7,1
3618,3209-zpkfi,male,0,1,1,47,1,yes,dsl,no,yes,no,no,no,no,month-to-month,0,electronic_check,54.25,2538.2,0
3619,6479-vdgrk,female,0,1,1,72,1,no,dsl,yes,yes,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),85.3,6129.2,0
3620,9373-wsloy,male,1,1,0,33,0,no_phone_service,dsl,no,yes,yes,yes,yes,no,month-to-month,1,electronic_check,50.0,1750.85,0
3621,2933-filnv,female,0,1,1,2,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,24.4,36.55,1
3622,3569-jfodw,female,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),90.95,6652.45,0
